Name,Sex,Age,Height,Weight,Year,Season,City,Sport,Medal
Limba Ram,M,20.0,157.0,48.0,1992,Summer,Barcelona,Archery,
Limba Ram,M,24.0,157.0,48.0,1996,Summer,Atlanta,Archery,
Limba Ram,M,24.0,157.0,48.0,1996,Summer,Atlanta,Archery,
Siri Chand Ram,M,26.0,178.0,68.0,1984,Summer,Los Angeles,Athletics,
Raghunath Vokkaliga Ramachandra,M,23.0,179.0,89.0,2012,Summer,London,Hockey,
Raghunath Vokkaliga Ramachandra,M,27.0,179.0,89.0,2016,Summer,Rio de Janeiro,Hockey,
S. Purukottam Ramachandran,M,29.0,180.0,68.0,2000,Summer,Sydney,Athletics,
Sarangapari Dhanraj Raman,M,25.547694753577108,171.63860830527497,67.75776754890678,1948,Summer,London,Football,
Rani Rampal,F,21.0,160.0,60.0,2016,Summer,Rio de Janeiro,Hockey,
Amarjit Singh Rana,M,20.0,175.0,63.0,1980,Summer,Moskva,Hockey,Gold
Basant Bahadur Rana,M,28.0,172.0,76.0,2012,Summer,London,Athletics,
Jaspal Rana,M,20.0,171.63860830527497,67.75776754890678,1996,Summer,Atlanta,Shooting,
Jaspal Rana,M,20.0,171.63860830527497,67.75776754890678,1996,Summer,Atlanta,Shooting,
Ponnuswamy Rangaswamy,M,27.0,171.63860830527497,56.0,1992,Summer,Barcelona,Weightlifting,
Poonam Rani,F,23.0,152.0,53.0,2016,Summer,Rio de Janeiro,Hockey,
Kelly Subbanand Rao,M,25.0,183.0,73.0,1988,Summer,Seoul,Sailing,
Mary Leela Rao,F,25.547694753577108,171.63860830527497,67.75776754890678,1956,Summer,Melbourne,Athletics,
Sunitha Rao,F,22.0,170.0,63.0,2008,Summer,Beijing,Tennis,
Vandana Rao,F,21.0,168.0,54.0,1984,Summer,Los Angeles,Athletics,
Vandana Rao,F,25.0,168.0,54.0,1988,Summer,Seoul,Athletics,
Viren Wilfred Rasquinha,M,23.0,170.0,65.0,2004,Summer,Athina,Hockey,
Karam Rasul Kashmiri,M,25.0,171.63860830527497,67.75776754890678,1936,Summer,Berlin,Wrestling,
Rajyavardhan Singh Rathore,M,34.0,188.0,85.0,2004,Summer,Athina,Shooting,Silver
Rajyavardhan Singh Rathore,M,38.0,188.0,85.0,2008,Summer,Beijing,Shooting,
Sreejesh Parattu Raveendran,M,24.0,183.0,79.0,2012,Summer,London,Hockey,
Sreejesh Parattu Raveendran,M,28.0,183.0,79.0,2016,Summer,Rio de Janeiro,Hockey,
Gene Vivienne Raymond,M,29.0,171.63860830527497,67.75776754890678,1948,Summer,London,Boxing,
Henry Malcolm Rebello,M,19.0,171.63860830527497,67.75776754890678,1948,Summer,London,Athletics,
Buss Sumeeth Reddy,M,24.0,182.0,64.0,2016,Summer,Rio de Janeiro,Badminton,
Thazhatheri Abdul Rehman,M,25.547694753577108,171.63860830527497,67.75776754890678,1956,Summer,Melbourne,Football,
Latif-ur Rehman,M,19.0,171.63860830527497,67.75776754890678,1948,Summer,London,Hockey,Gold
Michael E. Rocque,M,25.547694753577108,171.63860830527497,67.75776754890678,1928,Summer,Amsterdam,Hockey,Gold
Reginald Neville Rodrigues,M,26.0,171.63860830527497,67.75776754890678,1948,Summer,London,Hockey,Gold
Keshav Pravad Roy,M,25.547694753577108,171.63860830527497,67.75776754890678,1948,Summer,London,Wrestling,
Niyati Roy-Shah,F,22.0,171.63860830527497,67.75776754890678,1988,Summer,Seoul,Table Tennis,
Niyati Roy-Shah,F,26.0,171.63860830527497,67.75776754890678,1992,Summer,Barcelona,Table Tennis,
Donald Ross Rutnam,M,21.0,171.63860830527497,67.75776754890678,1924,Summer,Paris,Tennis,
Arati Gupha Saha,F,25.547694753577108,171.63860830527497,67.75776754890678,1952,Summer,Helsinki,Swimming,
Sambhu Saha,M,26.0,171.63860830527497,67.75776754890678,1952,Summer,Helsinki,Water Polo,
Gopal Singh Saini,M,26.0,170.0,57.0,1980,Summer,Moskva,Athletics,
Rupa Kumari Saini,F,25.0,167.0,67.75776754890678,1980,Summer,Moskva,Hockey,
Munir Sait,M,28.0,170.0,65.0,1968,Summer,Mexico City,Hockey,Bronze
Muhammad Abdul Salaam,M,25.547694753577108,171.63860830527497,67.75776754890678,1956,Summer,Melbourne,Football,
Bhagirath Samai,M,26.0,170.0,64.0,1984,Summer,Los Angeles,Shooting,
Bhagirath Samai,M,26.0,170.0,64.0,1984,Summer,Los Angeles,Shooting,
Thing Baijan Sanamacha Chanu,F,22.0,147.0,53.0,2000,Summer,Sydney,Weightlifting,
Thing Baijan Sanamacha Chanu,F,26.0,147.0,53.0,2004,Summer,Athina,Weightlifting,
Kamaljit Kaur Sandhu (-Kooner),F,24.0,168.0,60.0,1972,Summer,Munich,Athletics,
Sumit Sangwan,M,19.0,171.63860830527497,67.75776754890678,2012,Summer,London,Boxing,
Kamalakanta Santra,M,24.0,157.0,56.0,1984,Summer,Los Angeles,Weightlifting,
Piloo Sarkari,M,25.547694753577108,171.63860830527497,67.75776754890678,1948,Summer,London,Cycling,
Rahi Sarnobat (-Jeevan),F,21.0,158.0,66.0,2012,Summer,London,Shooting,
Ram Sarup,M,25.547694753577108,171.63860830527497,67.75776754890678,1956,Summer,Melbourne,Wrestling,
Mohammad Abdus Sattar,M,25.547694753577108,171.63860830527497,67.75776754890678,1952,Summer,Helsinki,Football,
"Bondata Venkata ""B. V."" Satyanarayan",M,25.0,170.0,61.0,1960,Summer,Roma,Athletics,
"Bondata Venkata ""B. V."" Satyanarayan",M,29.0,170.0,61.0,1964,Summer,Tokyo,Athletics,
Satyawan,M,23.0,166.0,68.0,1988,Summer,Seoul,Wrestling,
Majhi Sawaiyan,M,20.0,165.0,61.0,2004,Summer,Athina,Archery,
Majhi Sawaiyan,M,20.0,165.0,61.0,2004,Summer,Athina,Archery,
Govind Rao Sawant,M,24.0,171.0,60.0,1960,Summer,Roma,Hockey,Silver
Allan Schofield,M,23.0,169.0,64.0,1980,Summer,Moskva,Hockey,Gold
Gora Chand Seal,M,25.547694753577108,171.63860830527497,67.75776754890678,1948,Summer,London,Water Polo,
Frederick Stephen Seaman,M,22.0,171.63860830527497,67.75776754890678,1928,Summer,Amsterdam,Hockey,Gold
Jude Felix Sebastian,M,23.0,162.0,62.0,1988,Summer,Seoul,Hockey,
Jude Felix Sebastian,M,27.0,162.0,62.0,1992,Summer,Barcelona,Hockey,
Sandeep Sejwal,M,19.0,181.0,74.0,2008,Summer,Beijing,Swimming,
Sandeep Sejwal,M,19.0,181.0,74.0,2008,Summer,Beijing,Swimming,
Thirumal Valavan Selvaraj,M,29.0,172.0,64.0,2000,Summer,Sydney,Hockey,
"Edward ""Eddie"" Sequeira",M,30.0,172.0,54.0,1972,Summer,Munich,Athletics,
Tarit Kumar Sett,M,21.0,171.63860830527497,67.75776754890678,1952,Summer,Helsinki,Cycling,
Akram Shah,M,26.0,165.0,60.0,2004,Summer,Athina,Judo,
Kedar Nath Shah,M,29.0,171.63860830527497,67.75776754890678,1952,Summer,Helsinki,Water Polo,
Khamlillal Shah,M,27.0,171.63860830527497,67.75776754890678,1948,Summer,London,Swimming,
Khamlillal Shah,M,31.0,171.63860830527497,67.75776754890678,1952,Summer,Helsinki,Water Polo,
Khamlillal Shah,M,31.0,171.63860830527497,67.75776754890678,1952,Summer,Helsinki,Swimming,
Shabban Shahab-ud-Din,M,26.0,171.63860830527497,67.75776754890678,1936,Summer,Berlin,Hockey,Gold
Muhammad Shahid,M,20.0,160.0,66.0,1980,Summer,Moskva,Hockey,Gold
Muhammad Shahid,M,24.0,160.0,66.0,1984,Summer,Los Angeles,Hockey,
Muhammad Shahid,M,28.0,160.0,66.0,1988,Summer,Seoul,Hockey,
Vandana Pandurang Shanbagh,F,22.0,163.0,50.0,1988,Summer,Seoul,Athletics,
Jata Shankar,M,28.0,177.0,73.0,2000,Summer,Sydney,Athletics,
Thulukhanam Shanmugam,M,32.0,171.63860830527497,67.75776754890678,1952,Summer,Helsinki,Football,
Ankit Sharma,M,24.0,177.0,75.0,2016,Summer,Rio de Janeiro,Athletics,
Jaman Lal Sharma,M,24.0,169.0,59.0,1960,Summer,Roma,Hockey,Silver
Nisha Sharma,F,21.0,165.0,67.75776754890678,1980,Summer,Moskva,Hockey,
Sumangala Sharma,F,17.0,165.0,53.0,2004,Summer,Athina,Archery,
Sumangala Sharma,F,17.0,165.0,53.0,2004,Summer,Athina,Archery,
Vineet Kumar Sharma,M,25.0,180.0,74.0,1984,Summer,Los Angeles,Hockey,
Haricharan Shaw,M,25.547694753577108,171.63860830527497,67.75776754890678,1956,Summer,Melbourne,Shooting,
Nirmala Sheoran,F,21.0,171.63860830527497,67.75776754890678,2016,Summer,Rio de Janeiro,Athletics,
Nirmala Sheoran,F,21.0,171.63860830527497,67.75776754890678,2016,Summer,Rio de Janeiro,Athletics,
Antarge Sherpa,M,25.547694753577108,171.63860830527497,67.75776754890678,1924,Winter,Chamonix,Alpinism,Gold
Lhakpa Sherpa,M,25.547694753577108,171.63860830527497,67.75776754890678,1924,Winter,Chamonix,Alpinism,Gold
Narbu Sherpa,M,25.547694753577108,171.63860830527497,67.75776754890678,1924,Winter,Chamonix,Alpinism,Gold
Pasang Sherpa,M,25.547694753577108,171.63860830527497,67.75776754890678,1924,Winter,Chamonix,Alpinism,Gold
Pembra Sherpa,M,25.547694753577108,171.63860830527497,67.75776754890678,1924,Winter,Chamonix,Alpinism,Gold
Sange Sherpa,M,25.547694753577108,171.63860830527497,67.75776754890678,1924,Winter,Chamonix,Alpinism,Gold
Temba Sherpa,M,25.547694753577108,171.63860830527497,67.75776754890678,1924,Winter,Chamonix,Alpinism,Gold
Sunder Shiam,M,30.0,170.0,61.0,1960,Summer,Roma,Wrestling,
Duikar Randhir Shindes,M,25.547694753577108,171.63860830527497,67.75776754890678,1920,Summer,Antwerpen,Wrestling,
Suma Shirur (Betaraya Dixit-),F,30.0,160.0,56.0,2004,Summer,Athina,Shooting,
"Javur Jagdishappa ""J. J."" Shobha",F,26.0,167.0,60.0,2004,Summer,Athina,Athletics,
"Javur Jagdishappa ""J. J."" Shobha",F,30.0,167.0,60.0,2008,Summer,Beijing,Athletics,
Malav Shroff,M,30.0,167.0,66.0,2004,Summer,Athina,Sailing,
Radhey Shyam Vijayrania,M,27.0,195.0,83.0,1980,Summer,Moskva,Basketball,
Avneet Kaur Sidhu,F,26.0,165.0,56.0,2008,Summer,Beijing,Shooting,
Avneet Kaur Sidhu,F,26.0,165.0,56.0,2008,Summer,Beijing,Shooting,
Heena Sidhu,F,22.0,158.0,51.0,2012,Summer,London,Shooting,
Heena Sidhu,F,26.0,158.0,51.0,2016,Summer,Rio de Janeiro,Shooting,
Heena Sidhu,F,26.0,158.0,51.0,2016,Summer,Rio de Janeiro,Shooting,
Jyotirmoyee Sikdar,F,26.0,159.0,46.0,1996,Summer,Atlanta,Athletics,
Adam Antony Sinclair,M,20.0,170.0,65.0,2004,Summer,Athina,Hockey,
"Pusarla Venkata ""P. V."" Sindhu",F,21.0,179.0,65.0,2016,Summer,Rio de Janeiro,Badminton,Silver
Ajay Raj Singh,M,22.0,177.0,64.0,2000,Summer,Sydney,Athletics,
Ajit Singh,M,23.0,185.0,73.0,1960,Summer,Roma,Athletics,
Ajit Singh,M,23.0,185.0,73.0,1960,Summer,Roma,Athletics,
Ajit Singh Balla,M,25.547694753577108,171.63860830527497,67.75776754890678,1956,Summer,Melbourne,Athletics,
Ajit Singh,M,24.0,172.0,60.0,1976,Summer,Montreal,Hockey,
Ajitpal Singh Kular,M,21.0,178.0,70.0,1968,Summer,Mexico City,Hockey,Bronze
Ajitpal Singh Kular,M,25.0,178.0,70.0,1972,Summer,Munich,Hockey,Bronze
Ajitpal Singh Kular,M,29.0,178.0,70.0,1976,Summer,Montreal,Hockey,
Ajmer Singh,M,24.0,185.0,73.0,1964,Summer,Tokyo,Athletics,
Ajmer Singh Chopra,M,26.0,196.0,81.0,1980,Summer,Moskva,Basketball,
Akashdeep Singh,M,21.0,178.0,70.0,2016,Summer,Rio de Janeiro,Hockey,
Annu Raj Singh,F,28.0,164.0,53.0,2012,Summer,London,Shooting,
Annu Raj Singh,F,28.0,164.0,53.0,2012,Summer,London,Shooting,
Avtar Singh,M,24.0,180.0,90.0,2016,Summer,Rio de Janeiro,Judo,
Bahadur Singh Chauhan,M,34.0,179.0,105.0,1980,Summer,Moskva,Athletics,
Bahadur Singh Sagoo,M,27.0,191.0,123.0,2000,Summer,Sydney,Athletics,
Bahadur Singh Sagoo,M,31.0,191.0,123.0,2004,Summer,Athina,Athletics,
Bakshish Singh,M,25.547694753577108,171.63860830527497,67.75776754890678,1956,Summer,Melbourne,Wrestling,
Bakshish Sandhu Singh,M,27.0,171.63860830527497,67.75776754890678,1956,Summer,Melbourne,Hockey,Gold
Balbir Singh,M,26.0,168.0,65.0,1968,Summer,Mexico City,Hockey,Bronze
Balbir Singh,M,23.0,178.0,73.0,1968,Summer,Mexico City,Hockey,Bronze
Balbir Singh,M,23.0,173.0,70.0,1968,Summer,Mexico City,Hockey,Bronze
Baldev Singh,M,24.0,182.0,71.0,1976,Summer,Montreal,Hockey,
Baldev Singh,M,25.547694753577108,171.63860830527497,67.75776754890678,1948,Summer,London,Athletics,
Baldev Singh,M,25.547694753577108,171.63860830527497,67.75776754890678,1948,Summer,London,Athletics,
Baldev Singh,M,29.0,176.0,72.0,1980,Summer,Moskva,Basketball,
Baljinder Singh,M,25.0,171.63860830527497,67.75776754890678,2012,Summer,London,Athletics,
Balkrishan Singh Grewal,M,23.0,171.63860830527497,67.75776754890678,1956,Summer,Melbourne,Hockey,Gold
Balwinder Singh,M,22.0,175.0,64.0,1988,Summer,Seoul,Hockey,
Banta Singh,M,25.547694753577108,171.63860830527497,67.75776754890678,1948,Summer,London,Wrestling,
Bhim Singh II,M,66.0,168.0,74.0,1976,Summer,Montreal,Shooting,
Bhim Singh,M,23.0,184.0,71.0,1968,Summer,Mexico City,Athletics,
Bishambar Singh,M,24.0,156.0,57.0,1964,Summer,Tokyo,Wrestling,
Bishambar Singh,M,24.0,156.0,57.0,1964,Summer,Tokyo,Wrestling,
Bishambar Singh,M,28.0,156.0,57.0,1968,Summer,Mexico City,Wrestling,
Chain Singh,M,27.0,172.0,68.0,2016,Summer,Rio de Janeiro,Shooting,
Chain Singh,M,27.0,172.0,68.0,2016,Summer,Rio de Janeiro,Shooting,
Chand Singh,M,27.0,175.0,73.0,1976,Summer,Montreal,Hockey,
Charanjit Singh,M,29.0,175.0,58.0,1960,Summer,Roma,Hockey,Silver
Charanjit Singh,M,33.0,175.0,58.0,1964,Summer,Tokyo,Hockey,Gold
C. B. Chavan Singh,M,25.547694753577108,171.63860830527497,67.75776754890678,1928,Summer,Amsterdam,Athletics,
Chhota Singh,M,25.547694753577108,171.63860830527497,67.75776754890678,1948,Summer,London,Athletics,
Dalip Singh Grewal,M,25.0,171.63860830527497,67.75776754890678,1924,Summer,Paris,Athletics,
Dalip Singh Grewal,M,29.0,171.63860830527497,67.75776754890678,1928,Summer,Amsterdam,Athletics,
Darshan Singh Kular,M,26.0,170.0,72.0,1964,Summer,Tokyo,Hockey,Gold
Darya Singh,M,32.0,170.0,61.0,1980,Summer,Moskva,Equestrianism,
Darya Singh,M,32.0,170.0,61.0,1980,Summer,Moskva,Equestrianism,
Devi Singh,M,32.0,175.0,68.0,1964,Summer,Tokyo,Shooting,
Devi Singh,M,25.547694753577108,171.63860830527497,67.75776754890678,1956,Summer,Melbourne,Wrestling,
Devinder Singh,M,27.0,175.0,73.0,1980,Summer,Moskva,Hockey,Gold
Dharam Singh,M,26.0,170.0,65.0,1964,Summer,Tokyo,Hockey,Gold
Dharamvir Singh,M,21.0,171.63860830527497,67.75776754890678,2012,Summer,London,Hockey,
Didar Singh,M,28.0,171.63860830527497,67.75776754890678,1992,Summer,Barcelona,Hockey,
"Grahanandan Nandy ""G. Nandy"" Singh",M,22.0,171.63860830527497,79.0,1948,Summer,London,Hockey,Gold
"Grahanandan Nandy ""G. Nandy"" Singh",M,26.0,171.63860830527497,79.0,1952,Summer,Helsinki,Hockey,Gold
Gagan Ajit Singh,M,19.0,177.0,80.0,2000,Summer,Sydney,Hockey,
Gagan Ajit Singh,M,23.0,177.0,80.0,2004,Summer,Athina,Hockey,
Gian Sehrawat Singh,M,25.0,168.0,62.0,1984,Summer,Los Angeles,Wrestling,
"Joginder ""Gindi"" Singh",M,20.0,171.0,65.0,1960,Summer,Roma,Hockey,Silver
"Joginder ""Gindi"" Singh",M,24.0,171.0,65.0,1964,Summer,Tokyo,Hockey,Gold
"Inder ""Gogi"" Singh",M,24.0,173.0,68.0,1968,Summer,Mexico City,Hockey,Bronze
Gurbachan Singh,M,25.547694753577108,171.63860830527497,67.75776754890678,1928,Summer,Amsterdam,Athletics,
Gurbaj Singh,M,23.0,171.63860830527497,67.75776754890678,2012,Summer,London,Hockey,
Gurbinder Singh,M,23.0,170.0,63.0,2000,Summer,Sydney,Wrestling,
Gurbux Singh,M,29.0,178.0,65.0,1964,Summer,Tokyo,Hockey,Gold
Gurbux Singh,M,33.0,178.0,65.0,1968,Summer,Mexico City,Hockey,Bronze
Gurcharan Singh,M,19.0,191.0,81.0,1996,Summer,Atlanta,Boxing,
Gurcharan Singh,M,23.0,191.0,81.0,2000,Summer,Sydney,Boxing,
Gurdev Singh Kular,M,23.0,171.63860830527497,67.75776754890678,1956,Summer,Melbourne,Hockey,Gold
Gurmail Singh,M,20.0,170.0,62.0,1980,Summer,Moskva,Hockey,Gold
Gurmeet Singh,M,27.0,172.0,60.0,2012,Summer,London,Athletics,
Gurmeet Singh,M,31.0,172.0,60.0,2016,Summer,Rio de Janeiro,Athletics,
Gurmit Singh Kullar,M,25.547694753577108,170.0,67.75776754890678,1932,Summer,Los Angeles,Hockey,Gold
S. Gurnam Singh,M,25.547694753577108,171.63860830527497,67.75776754890678,1948,Summer,London,Athletics,
Gurpreet Singh,M,28.0,176.0,81.0,2016,Summer,Rio de Janeiro,Shooting,
Gurpreet Singh,M,28.0,176.0,81.0,2016,Summer,Rio de Janeiro,Shooting,
Gurtej Singh,M,24.0,181.0,92.0,1984,Summer,Los Angeles,Athletics,
Hanuman Singh Rathore,M,30.0,176.0,68.0,1980,Summer,Moskva,Basketball,
Harbhajan Singh,M,30.0,196.0,74.0,1980,Summer,Moskva,Basketball,
Harbinder Singh Chimni,M,21.0,174.0,60.0,1964,Summer,Tokyo,Hockey,Gold
Harbinder Singh Chimni,M,25.0,174.0,60.0,1968,Summer,Mexico City,Hockey,Bronze
Harbinder Singh Chimni,M,29.0,174.0,60.0,1972,Summer,Munich,Hockey,Bronze
Harcharan Singh,M,22.0,175.0,68.0,1972,Summer,Munich,Hockey,Bronze
Harcharan Singh,M,26.0,175.0,68.0,1976,Summer,Montreal,Hockey,
Hardeep Singh,M,25.0,183.0,98.0,2016,Summer,Rio de Janeiro,Wrestling,
Hardeep Singh Grewal,M,23.0,168.0,65.0,1984,Summer,Los Angeles,Hockey,
Hardyal Singh Garchey,M,27.0,171.63860830527497,67.75776754890678,1956,Summer,Melbourne,Hockey,Gold
Harmanpreet Singh,M,20.0,177.0,70.0,2016,Summer,Rio de Janeiro,Hockey,
Harmik Singh,M,21.0,174.0,70.0,1968,Summer,Mexico City,Hockey,Bronze
Harmik Singh,M,25.0,174.0,70.0,1972,Summer,Munich,Hockey,Bronze
Harpal Singh,M,20.0,170.0,68.0,2004,Summer,Athina,Hockey,
Harpreet Singh Mander,M,19.0,171.63860830527497,67.75776754890678,1992,Summer,Barcelona,Hockey,
Harpreet Singh Mander,M,23.0,171.63860830527497,67.75776754890678,1996,Summer,Atlanta,Hockey,
Inderpal Singh,M,25.0,195.0,85.0,2000,Summer,Sydney,Rowing,
Jagbir Singh,M,23.0,180.0,71.0,1988,Summer,Seoul,Hockey,
Jagbir Singh,M,27.0,180.0,71.0,1992,Summer,Barcelona,Hockey,
Jagdev Singh,M,25.547694753577108,171.63860830527497,67.75776754890678,1956,Summer,Melbourne,Athletics,
Jagjit Singh Kular,M,20.0,170.0,58.0,1964,Summer,Tokyo,Hockey,Gold
Jagjit Singh Kular,M,24.0,170.0,58.0,1968,Summer,Mexico City,Hockey,Bronze
Jagmal Singh Ragho,M,37.0,173.0,53.0,1960,Summer,Roma,Athletics,
Jagmander Balyan Singh,M,24.0,165.0,68.0,1980,Summer,Moskva,Wrestling,
Jagmander Balyan Singh,M,28.0,165.0,68.0,1984,Summer,Los Angeles,Wrestling,
Jagmohan Nat Singh,M,28.0,183.0,71.0,1960,Summer,Roma,Athletics,
Jagrup Singh,M,29.0,171.0,68.0,1972,Summer,Munich,Wrestling,
Jaipal Singh Munda,M,25.0,171.63860830527497,67.75776754890678,1928,Summer,Amsterdam,Hockey,Gold
Jaswant Singh,M,29.0,185.0,77.0,1960,Summer,Roma,Hockey,Silver
Jit Singh,M,27.0,175.0,87.0,1964,Summer,Tokyo,Wrestling,
Jorawar Singh,M,29.0,180.0,68.0,1980,Summer,Moskva,Basketball,
Jugraj Singh Mann,M,25.547694753577108,180.0,98.0,1972,Summer,Munich,Athletics,
Kaliq Singh,M,33.0,188.0,91.0,1984,Summer,Los Angeles,Boxing,
Karni Singh Bahadur,M,36.0,174.0,99.0,1960,Summer,Roma,Shooting,
Karni Singh Bahadur,M,40.0,174.0,99.0,1964,Summer,Tokyo,Shooting,
Karni Singh Bahadur,M,44.0,174.0,99.0,1968,Summer,Mexico City,Shooting,
Karni Singh Bahadur,M,44.0,174.0,99.0,1968,Summer,Mexico City,Shooting,
Karni Singh Bahadur,M,48.0,174.0,99.0,1972,Summer,Munich,Shooting,
Karni Singh Bahadur,M,48.0,174.0,99.0,1972,Summer,Munich,Shooting,
Karni Singh Bahadur,M,56.0,174.0,99.0,1980,Summer,Moskva,Shooting,
Kothajit Singh Khadangbam,M,23.0,170.0,63.0,2016,Summer,Rio de Janeiro,Hockey,
Kuldeep Singh,M,22.0,162.0,52.0,1988,Summer,Seoul,Wrestling,
Kulwant Singh,M,23.0,172.0,70.0,1972,Summer,Munich,Hockey,Bronze
Kunwar Digvijay Singh,M,26.0,171.63860830527497,67.75776754890678,1948,Summer,London,Hockey,Gold
Kunwar Digvijay Singh,M,30.0,171.63860830527497,67.75776754890678,1952,Summer,Helsinki,Hockey,Gold
Labh Singh,M,25.0,173.0,54.0,1964,Summer,Tokyo,Athletics,
Lakha Singh,M,31.0,180.0,90.0,1996,Summer,Atlanta,Boxing,
Madho Singh,M,31.0,170.0,78.0,1960,Summer,Roma,Wrestling,
Madho Singh,M,35.0,170.0,78.0,1964,Summer,Tokyo,Wrestling,
Mahabir Singh,M,15.0,165.0,52.0,1980,Summer,Moskva,Wrestling,
Mahabir Singh,M,19.0,165.0,52.0,1984,Summer,Los Angeles,Wrestling,
Mahadeo R. Singh,M,25.547694753577108,171.63860830527497,67.75776754890678,1924,Summer,Paris,Athletics,
Makhan Singh,M,25.0,167.0,67.0,1964,Summer,Tokyo,Athletics,
Makhan Singh,M,25.0,167.0,67.0,1964,Summer,Tokyo,Athletics,
Malwa Singh,M,18.0,137.0,52.0,1964,Summer,Tokyo,Wrestling,
Malwa Singh,M,18.0,137.0,52.0,1964,Summer,Tokyo,Wrestling,
Mangal Singh Champia,M,24.0,167.0,82.0,2008,Summer,Beijing,Archery,
Manish Singh Rawat,M,25.0,174.0,65.0,2016,Summer,Rio de Janeiro,Athletics,
Manjit Singh,M,19.0,180.0,68.0,2008,Summer,Beijing,Rowing,
Manjit Singh,M,23.0,180.0,68.0,2012,Summer,London,Rowing,
Manpreet Singh,M,20.0,172.0,69.0,2012,Summer,London,Hockey,
Manpreet Singh,M,24.0,172.0,69.0,2016,Summer,Rio de Janeiro,Hockey,
Mansher Singh,M,18.0,173.0,76.0,1984,Summer,Los Angeles,Shooting,
Mansher Singh,M,30.0,173.0,76.0,1996,Summer,Atlanta,Shooting,
Mansher Singh,M,38.0,173.0,76.0,2004,Summer,Athina,Shooting,
Mansher Singh,M,42.0,173.0,76.0,2008,Summer,Beijing,Shooting,
Mehnga Singh Sidhu,M,29.0,171.63860830527497,67.75776754890678,1952,Summer,Helsinki,Athletics,
Milkha Singh,M,21.0,172.0,66.0,1956,Summer,Melbourne,Athletics,
Milkha Singh,M,21.0,172.0,66.0,1956,Summer,Melbourne,Athletics,
Milkha Singh,M,24.0,172.0,66.0,1960,Summer,Roma,Athletics,
Milkha Singh,M,28.0,172.0,66.0,1964,Summer,Tokyo,Athletics,
Mohinder Singh,M,23.0,171.0,62.0,1976,Summer,Montreal,Hockey,
Mohinder Singh Gill,M,22.0,171.63860830527497,67.75776754890678,1956,Summer,Melbourne,Athletics,
Mohinder Pal Singh,M,25.0,178.0,78.0,1988,Summer,Seoul,Hockey,
Mukhbain Singh,M,27.0,173.0,70.0,1972,Summer,Munich,Hockey,Bronze
Mukhtiar Singh,M,25.0,171.0,82.0,1968,Summer,Mexico City,Wrestling,
Mukhtiar Singh,M,29.0,171.0,82.0,1972,Summer,Munich,Wrestling,
Narinder Singh Kodan,M,23.0,171.63860830527497,67.75776754890678,1992,Summer,Barcelona,Judo,
Narinder Singh Kodan,M,27.0,171.63860830527497,67.75776754890678,1996,Summer,Atlanta,Judo,
Neel Kamal Singh,M,21.0,171.0,61.0,1984,Summer,Los Angeles,Hockey,
Pala Singh,M,25.547694753577108,171.63860830527497,67.75776754890678,1924,Summer,Paris,Athletics,
Pala Singh,M,25.547694753577108,171.63860830527497,67.75776754890678,1924,Summer,Paris,Athletics,
Pala Singh,M,25.547694753577108,171.63860830527497,67.75776754890678,1924,Summer,Paris,Athletics,
Paramjit Singh,M,27.0,187.0,70.0,1980,Summer,Moskva,Basketball,
Paramjit Singh,M,29.0,187.0,73.0,2000,Summer,Sydney,Athletics,
Paramjit Singh,M,29.0,187.0,73.0,2000,Summer,Sydney,Athletics,
Pargat Singh Powar,M,23.0,170.0,68.0,1988,Summer,Seoul,Hockey,
Pargat Singh Powar,M,27.0,170.0,68.0,1992,Summer,Barcelona,Hockey,
Pargat Singh Powar,M,31.0,170.0,68.0,1996,Summer,Atlanta,Hockey,
Prabhjot Singh,M,23.0,177.0,70.0,2004,Summer,Athina,Hockey,
Pramdiph Singh,M,27.0,186.0,73.0,1980,Summer,Moskva,Basketball,
Pritam Singh,M,25.547694753577108,171.63860830527497,67.75776754890678,1956,Summer,Melbourne,Gymnastics,
Pritam Singh,M,25.547694753577108,171.63860830527497,67.75776754890678,1956,Summer,Melbourne,Gymnastics,
Pritam Singh,M,25.547694753577108,171.63860830527497,67.75776754890678,1956,Summer,Melbourne,Gymnastics,
Pritam Singh,M,25.547694753577108,171.63860830527497,67.75776754890678,1956,Summer,Melbourne,Gymnastics,
Pritam Singh,M,25.547694753577108,171.63860830527497,67.75776754890678,1956,Summer,Melbourne,Gymnastics,
Pritam Singh,M,25.547694753577108,171.63860830527497,67.75776754890678,1956,Summer,Melbourne,Gymnastics,
Pritam Singh,M,25.547694753577108,171.63860830527497,67.75776754890678,1956,Summer,Melbourne,Gymnastics,
Prithipal Singh,M,28.0,175.0,71.0,1960,Summer,Roma,Hockey,Silver
Prithipal Singh,M,32.0,175.0,71.0,1964,Summer,Tokyo,Hockey,Gold
Prithipal Singh,M,36.0,175.0,71.0,1968,Summer,Mexico City,Hockey,Bronze
Rahul Singh,M,21.0,171.63860830527497,67.75776754890678,1996,Summer,Atlanta,Hockey,
Rajinder Singh,M,22.0,175.0,67.0,1980,Summer,Moskva,Hockey,Gold
Rajinder Singh,M,25.0,175.0,74.0,1980,Summer,Moskva,Wrestling,
Rajinder Singh,M,29.0,175.0,74.0,1984,Summer,Los Angeles,Wrestling,
